"machine","location_type","num_vendex_nearby_300","train_AvgDailyPassengers","train_AvgWorkingDayPassengers","n_density_5km","income_average","total_number_of_routes_600","num_hotels","num_hotels_45","small_machine"
1959,"transport",3,19500,22700,1348.52398523985,49085,60,1,0,0
1960,"transport",3,32100,39900,3926.99731903485,60984,68,3,0,0
1961,"others",0,NA,NA,211.246985876679,47938,7,0,0,1
1962,"transport",6,101400,112900,4229.37931034483,56368,455,14,7,0
1963,"transport",0,2200,2600,242.161016949153,58869,NA,0,0,0
1964,"others",1,NA,NA,166.962174940898,51653,9,0,0,1
1965,"others",0,NA,NA,588.383233532934,56094,8,0,0,0
1966,"transport",9,18800,18400,116.126984126984,49532,79,3,0,1
1967,"transport",7,15900,16300,156.379569354031,49943,8,0,0,1
1968,"transport",9,84700,91800,1560.87224669604,63948,314,31,14,0
1969,"petrol station",0,NA,NA,390.092204526404,NA,84,4,0,1
1970,"others",0,NA,NA,150.409899458623,44449,5,0,0,1
1971,"others",0,NA,NA,256.278511404562,52081,4,0,0,0
1972,"transport",2,47200,56600,4120.25886864813,60984,20,2,2,1
1973,"transport",0,1400,1700,1210.30188679245,72381,16,0,0,0
1974,"others",3,NA,NA,314.744976816074,52330,36,0,0,0
1975,"transport",1,NA,NA,148.546132339236,42106,60,0,0,0
1976,"others",0,NA,NA,238.294701986755,58164,16,0,0,0
1977,"transport",3,11300,12100,106.367144432194,48846,66,1,0,1
1978,"transport",0,380,440,201.173533083645,NA,4,0,0,0
1979,"others",0,NA,NA,153.208036292936,53188,6,0,0,1
1980,"petrol station",0,NA,NA,54.7727272727273,66434,36,16,2,1
1981,"others",1,NA,NA,57.4018379281537,56854,8,2,0,0
1982,"others",1,NA,NA,539.131274131274,143815,11,1,1,1
1983,"transport",0,1000,1200,538.805668016194,NA,18,0,0,0
1984,"transport",11,23600,26800,1229.00726392252,50449,149,7,1,0
1985,"transport",3,14100,16400,902.308347529813,56451,96,7,2,1
1986,"transport",0,400,460,256.278511404562,NA,4,0,0,0
1987,"others",1,NA,NA,475.33692722372,56094,9,0,0,1
1988,"transport",0,240,260,263.493975903614,51302,5,0,0,0
1989,"transport",1,NA,NA,181.6,NA,5,0,0,0
1990,"others",3,NA,NA,820.469483568075,51545,58,0,0,1
1991,"petrol station",0,NA,NA,544.020100502512,52621,66,2,1,0
1992,"transport",0,NA,NA,160.677083333333,53797,7,0,0,0
1993,"transport",9,42800,48000,1095.88624338624,40982,165,3,1,0
1994,"others",0,NA,NA,981.988571428571,71748,10,0,0,1
1995,"others",0,NA,NA,126.650602409639,56094,23,0,0,0
1996,"others",0,NA,NA,1130.68831168831,40982,16,0,0,1
1997,"petrol station",0,NA,NA,170.044910179641,56094,13,0,0,0
1998,"others",1,NA,NA,723.616600790514,48609,15,1,0,0
1999,"transport",0,5000,5900,93.3265306122449,40141,18,1,0,0
2000,"transport",0,330,360,146.043656207367,51273,2,0,0,0
2001,"transport",3,220,240,441.451247165533,5208800,21,2,0,1
2003,"transport",3,7400,8800,853.201483312732,81771,51,2,0,1
2004,"transport",1,1400,1700,750.491606714628,53886,48,6,1,0
2005,"others",1,NA,NA,436.683168316832,50414,6,0,0,0
2006,"others",5,NA,NA,634.531410916581,67928,33,2,0,0
2007,"others",12,NA,NA,906.597222222222,51545,203,3,2,0
2008,"transport",1,360,440,92.8493894165536,56094,7,0,0,0
2009,"transport",3,21600,25100,1051.36231884058,48500,141,2,2,0
2010,"transport",0,NA,NA,24.7961494903737,43697,12,0,0,0
2011,"others",0,NA,NA,1063.67283950617,56694,12,0,0,0
2012,"transport",25,180700,202600,2100.64994298746,51792,417,10,5,0
2013,"transport",1,210,240,431.915322580645,53189,11,0,0,1
2014,"others",0,NA,NA,601.861313868613,59453,51,4,0,0
2015,"petrol station",0,NA,NA,315.693527080581,NA,7,7,0,0
2016,"transport",1,630,690,723.616600790514,48609,16,1,0,0
2017,"transport",1,NA,NA,20.6321055025011,55650,55,8,5,0
2018,"petrol station",0,NA,NA,445.982658959538,NA,7,0,0,0
2019,"transport",0,1800,2200,963.650586701434,69425,29,1,1,1
2020,"transport",2,1900,2200,866.401766004415,61408,43,3,1,0
2021,"transport",3,10800,10500,164.974358974359,25536,61,27,6,0
2022,"transport",5,16900,20400,522.104499274311,64268,19,0,0,1
2023,"transport",1,840,1100,2887.94207317073,81192,34,0,0,0
2024,"others",1,NA,NA,22.4569967456997,56094,17,0,0,0
2025,"transport",3,7400,8800,853.201483312732,81771,51,2,0,0
2026,"transport",1,260,280,151.460843373494,48303,2,0,0,1
2027,"transport",1,2000,2400,1185.97802197802,79905,13,0,0,0
2028,"transport",11,23600,26800,1229.00726392252,50449,149,7,1,0
2029,"transport",2,6100,7400,842.812160694897,51539,23,0,0,1
2030,"transport",1,NA,NA,160.913770913771,51137,4,0,0,0
2031,"transport",4,1100,1300,376.630327056492,48119,52,1,0,0
2032,"transport",6,19800,22400,827.301038062284,45278,133,0,0,0
2033,"transport",1,NA,NA,331.601208459214,49480,7,0,0,0
2034,"transport",3,NA,NA,347.181208053691,50342,20,0,0,1
2035,"transport",0,940,1000,421.666666666667,NA,1,0,0,0
2036,"transport",1,340,420,141.672285906945,48387,NA,0,0,0
2037,"transport",7,13400,15000,486.825396825397,48992,116,1,0,0
2038,"petrol station",2,NA,NA,1646.02385685885,61851,25,0,0,1
2039,"transport",0,NA,NA,149.851268591426,48312,21,0,0,1
2040,"others",1,NA,NA,583.517534537726,55369,11,1,0,0
2041,"others",0,NA,NA,797.505285412262,61975,12,0,0,0
2042,"transport",0,230,260,696.734279918864,47234,8,0,0,0
2043,"transport",0,1500,1700,1532.0623501199,54276,19,2,0,1
2044,"others",0,NA,NA,2023.14814814815,60984,9,0,0,0
2045,"transport",0,190,200,159.227467811159,48225,8,0,0,1
2047,"transport",3,NA,NA,159.313524590164,56094,26,0,0,1
2048,"others",0,NA,NA,501.337142857143,65384,2,0,0,0
2050,"transport",1,NA,NA,40.8060109289617,38903,20,1,0,1
2051,"transport",9,33300,39100,1180.91743119266,67100,168,3,2,0
2052,"transport",1,7000,7700,225.809248554913,45210,43,1,0,1
2053,"transport",1,5700,6900,811.26079447323,64190,17,1,0,0
2054,"transport",1,NA,NA,39.1161971830986,58155,46,11,8,0
2055,"others",0,NA,NA,772.775330396476,59701,6,0,0,1
2056,"others",0,NA,NA,373.822055137845,81832,5,0,0,0
2057,"transport",0,70900,84500,4032.37676056338,60984,9,1,0,0
2058,"transport",1,850,970,756.695652173913,50543,3,0,0,0
2059,"others",0,NA,NA,994.173728813559,64078,15,0,0,1
2060,"others",0,NA,NA,600.642954856361,55815,13,0,0,0
2061,"transport",3,7700,9500,4515.98407281001,60984,88,15,5,0
2062,"petrol station",0,NA,NA,1693.6301369863,55209,11,0,0,0
2063,"transport",1,NA,NA,19.6868884540117,37962,18,2,0,0
2064,"transport",2,370,450,87.4498797113071,NA,10,1,0,1
2065,"transport",1,4400,5200,996.505102040816,66867,17,1,0,0
2066,"transport",3,12600,15000,466.917293233083,79054,45,2,0,0
2067,"petrol station",0,NA,NA,609.432989690722,64545,108,1,0,0
2069,"transport",0,130,140,372.631578947368,47117,4,0,0,1
2070,"others",3,NA,NA,1696.67039106145,54276,46,0,0,0
2071,"others",0,NA,NA,475.398351648352,51296,9,0,0,1
2072,"transport",1,710,810,152.679738562092,48361,11,0,0,1
2073,"transport",7,13400,15000,486.825396825397,48992,116,1,0,0
2074,"transport",0,2400,2700,3606.56525220176,NA,28,0,0,1
2075,"transport",5,1600,2100,628.610785463072,65311,37,0,0,1
2076,"transport",0,850,1000,292.700296735905,49721,4,0,0,0
2077,"transport",3,17000,19200,859.014084507042,52339,107,4,1,1
2078,"transport",1,800,930,121.332046332046,56094,11,0,0,0
2079,"transport",1,980,1200,243.362193362193,45278,6,0,0,0
2080,"transport",2,11300,13100,473.612479474548,53777,56,3,0,0
2081,"others",0,NA,NA,2067.75641025641,76029,40,0,0,1
2082,"others",4,NA,NA,1053.45509893455,62535,32,3,0,0
2083,"transport",3,NA,NA,347.181208053691,NA,20,0,0,1
2084,"transport",3,11300,12100,106.367144432194,48846,66,1,0,0
2085,"transport",2,1800,2000,81.8693009118541,43721,16,0,0,0
2086,"transport",2,1200,1300,216.20578778135,45124,19,0,0,1
2087,"transport",1,NA,NA,92.396694214876,56094,1,0,0,0
2088,"transport",1,NA,NA,543.071161048689,57515,7,0,0,0
2089,"transport",2,1200,1300,216.20578778135,45124,19,0,0,1
2090,"transport",0,1300,1600,1069.85007496252,69425,3,0,0,0
2091,"transport",0,140,160,375.283911671924,54749,10,0,0,1
2092,"transport",1,1500,1700,1225.84022038568,47516,19,0,0,1
2093,"petrol station",4,NA,NA,267.676300578035,51500,8,1,0,1
2094,"transport",3,14500,16800,408.04780876494,47040,84,1,0,0
2095,"petrol station",0,NA,NA,415.515288788222,60721,4,0,0,0
2096,"transport",1,NA,NA,20.6321055025011,55650,55,8,5,0
2097,"transport",1,NA,NA,228.863247863248,50179,9,0,0,1
2098,"transport",0,14500,16800,288.835820895522,41778,18,0,0,1
2099,"transport",1,32000,35300,951.019473081329,48859,20,0,0,0
2100,"others",0,NA,NA,3878.44678811122,60984,59,10,2,0
2101,"transport",12,35500,41500,1210.87378640777,97773,108,4,3,0
2102,"transport",4,12800,14400,556.4039408867,58644,135,1,0,1
2103,"others",0,NA,NA,842.164328657315,44827,89,14,3,0
2104,"transport",1,8800,10300,601.861313868613,59453,56,4,0,0
2105,"transport",1,11600,14500,1611.30105900151,66833,31,2,0,0
2106,"transport",2,3400,4000,1448.00884955752,49085,19,0,0,1
2107,"others",0,NA,NA,806.186770428016,48992,12,1,1,1
2108,"petrol station",0,NA,NA,125.469571750563,46644,8,0,0,0
2109,"others",0,NA,NA,169.324090121317,46261,27,1,0,1
2110,"transport",2,3600,4200,1260.85336538462,70488,24,0,0,1
2111,"transport",0,NA,NA,213.691588785047,49714,10,0,0,0
2112,"transport",1,850,970,772.53859348199,50543,3,0,0,0
2113,"others",2,NA,NA,2028.84199134199,51792,55,11,7,1
2114,"others",1,NA,NA,481.877300613497,NA,28,0,0,1
2115,"transport",0,1700,2000,595.069518716578,55139,10,0,0,0
2116,"transport",3,220,240,441.451247165533,52088,21,2,0,0
2117,"transport",0,1300,1500,251.055456171735,47666,9,0,0,1
2118,"others",1,NA,NA,806.186770428016,48992,7,0,0,1
2120,"transport",11,23600,26800,1229.00726392252,50449,149,7,1,1
2121,"transport",1,920,1100,202.641196013289,48329,15,0,0,0
2122,"transport",34,396300,441400,4515.98407281001,60984,845,42,11,0
2123,"transport",1,940,1000,478.91797556719,47295,13,0,0,1
2124,"transport",1,380,440,1174.17302798982,64078,25,0,0,0
2125,"transport",1,7300,8600,1469.48818897638,67438,21,0,0,1
2126,"others",0,NA,NA,448.760951188986,NA,29,0,0,1
2127,"transport",0,70900,84500,3953.33616298812,60984,22,0,0,0
2128,"transport",0,170,190,103.047426841574,41814,NA,0,0,0
2129,"transport",0,420,490,315.747126436782,56196,12,0,0,0
2130,"transport",2,2800,3400,1416.42411642412,55115,28,3,2,1
2131,"others",1,NA,NA,1201.79104477612,40982,28,0,0,0
2132,"others",5,NA,NA,628.610785463072,65311,37,0,0,1
2133,"others",1,NA,NA,3392.28965517241,60984,19,0,0,0
2134,"transport",4,10600,11500,542.140845070423,48331,40,1,0,1
2135,"others",0,NA,NA,978.996655518395,40982,18,0,0,0
2136,"transport",9,33300,39100,1180.91743119266,67100,168,3,2,0
2137,"transport",4,1100,1300,376.630327056492,48119,52,1,0,0
2138,"petrol station",0,NA,NA,260.12278308322,149325,6,0,0,1
2139,"transport",2,5700,6900,212.95371050698,106009,2,0,0,0
2140,"transport",7,47100,52900,1252.92713567839,50467,214,4,2,0
2141,"petrol station",0,NA,NA,120.527974783294,61313,27,1,1,1
2142,"transport",2,6200,7500,708.622881355932,109818,3,0,0,0
2143,"others",1,NA,NA,105.937101572461,54500,9,0,0,0
2144,"transport",1,3000,3500,417.509960159363,72204,NA,0,0,0
2145,"transport",0,850,990,932.835595776772,62986,11,0,0,0
2146,"transport",7,35900,42000,964.672489082969,60317,116,1,0,0
2148,"transport",9,42800,48000,1095.88624338624,40982,165,3,1,0
2149,"transport",4,5200,6300,806.186770428016,48992,30,0,0,1
2150,"transport",0,140,170,175.334174022699,56094,2,0,0,0
2151,"petrol station",1,NA,NA,956.574307304786,62935,12,0,0,0
2152,"others",1,NA,NA,1237.58145363409,72381,1,0,0,0
2153,"petrol station",0,NA,NA,1374.375,40982,21,0,0,0
2154,"transport",3,17500,21100,2556.65529010239,44874,14,0,0,0
2155,"transport",3,9800,11200,840.44502617801,50389,32,0,0,0
2156,"transport",2,2100,2400,319.897959183673,45972,36,0,0,0
2157,"others",0,NA,NA,1536.9356223176,51792,12,0,0,1
2158,"transport",0,NA,NA,207.571115973742,NA,2,0,0,0
2160,"transport",2,10100,11000,652.382978723404,53189,64,0,0,0
2161,"transport",0,180700,202600,1544.41964285714,51792,4,0,0,1
2162,"transport",34,396300,441400,4515.98407281001,NA,845,42,11,1
2163,"others",0,NA,NA,634.198250728863,59660,7,0,0,0
2164,"transport",1,NA,NA,508.296089385475,53918,16,1,0,0
2165,"transport",1,3200,4000,714.203821656051,50781,2,0,0,1
2167,"transport",4,6100,6900,433.915094339623,43770,9,0,0,0
2168,"others",0,NA,NA,446.533575317604,58180,4,0,0,0
2169,"others",1,NA,NA,856.275167785235,48264,7,2,0,0
2170,"others",1,NA,NA,1654.85321100917,51792,26,1,0,0
2171,"transport",0,50,50,151.828571428571,60462,7,0,0,0
2172,"transport",1,7300,8600,1469.48818897638,67438,21,0,0,0
2174,"transport",2,68100,81100,4276.70146137787,60984,96,33,18,0
2175,"transport",12,35500,41500,1210.87378640777,97773,108,4,3,0
2176,"others",0,NA,NA,196.664548919949,47721,7,1,1,0
2177,"transport",0,150,180,213.028503562945,45943,NA,0,0,1
2178,"transport",0,1400,1700,898.033775633293,56746,5,0,0,0
2179,"transport",0,990,1200,278.730158730159,47639,17,0,0,0
2180,"transport",3,12600,15000,466.917293233083,79054,45,2,0,1
2181,"transport",2,1700,1900,199.21146953405,43333,18,0,0,1
2182,"transport",9,33300,39100,1180.91743119266,67100,168,3,2,1
2183,"others",0,NA,NA,252.422279792746,50663,NA,0,0,1
2184,"others",0,NA,NA,168.517932489451,47309,6,0,0,0
2185,"transport",1,NA,NA,52.6619433198381,39224,25,1,0,0
2186,"transport",6,101400,112900,4229.37931034483,56368,455,14,7,1
2187,"petrol station",4,NA,NA,901,NA,33,0,0,0
2188,"transport",3,22300,25400,623.667157584683,64545,105,0,0,0
2189,"transport",0,NA,NA,173.213038416764,42253,1,0,0,0
2190,"petrol station",1,NA,NA,288.407643312102,49480,NA,0,0,0
2191,"transport",3,4700,5600,861.693290734824,40793,37,0,0,0
2192,"others",0,NA,NA,540.126050420168,53006,9,0,0,1
2193,"others",0,NA,NA,559.184441656211,63258,3,0,0,1
2194,"transport",0,220,240,680.74812967581,52088,2,0,0,1
2195,"others",0,NA,NA,141.636141636142,50038,3,0,0,1
2196,"others",0,NA,NA,450.907029478458,81810,75,0,0,0
2197,"transport",0,630,720,1474.38502673797,54617,16,0,0,0
2198,"others",3,NA,NA,1006.80224403927,NA,22,1,0,1
2199,"transport",7,47100,52900,1252.92713567839,50467,237,4,2,1
2200,"others",0,NA,NA,1141.23906705539,NA,65,0,0,0
2201,"petrol station",0,NA,NA,1203.52342158859,54617,5,0,0,0
2202,"transport",4,4500,5100,222.765612327656,49757,39,0,0,1
2203,"transport",0,230,270,419.518413597734,47025,5,0,0,0
2204,"transport",0,3800,4100,3650.83129584352,60984,18,1,0,0
2205,"petrol station",0,NA,NA,5847.53521126761,58274,13,1,1,1
2206,"transport",0,15200,17500,709.037800687285,124534,6,0,0,0
2207,"transport",0,370,440,194.773869346734,56094,10,0,0,0
2208,"others",1,NA,NA,813.199174406605,48500,28,0,0,0
2209,"petrol station",2,NA,NA,81.8693009118541,43721,16,0,0,0
2210,"transport",1,13000,15100,475.234093637455,81810,30,1,1,0
2211,"others",0,NA,NA,494.416167664671,56150,11,0,0,1
2212,"others",0,NA,NA,180.091613812544,NA,20,0,0,1
2213,"others",0,NA,NA,317.621550591327,67526,2,0,0,0
2215,"transport",2,8600,10000,559.663366336634,60068,40,2,0,0
2216,"transport",2,5400,6300,256.574519230769,53214,32,0,0,1
2217,"petrol station",0,NA,NA,176.093489148581,53986,2,0,0,0
2218,"transport",6,60500,70700,4996.36135508156,58274,223,45,19,0
2219,"petrol station",0,NA,NA,110.332996972755,59023,2,0,0,1
2220,"transport",3,1400,1500,496.848072562358,56094,19,0,0,0
2221,"petrol station",0,NA,NA,641.261620185923,64545,114,0,0,0
2223,"transport",9,101400,112900,4927.30158730159,56368,82,2,1,1
2224,"transport",2,1900,2200,866.401766004415,61408,43,3,1,0
2225,"petrol station",0,NA,NA,264.716117216117,47859,3,0,0,1
2226,"transport",3,NA,NA,159.313524590164,56094,26,0,0,0
2227,"others",0,NA,NA,245.68115942029,56094,16,0,0,1
2228,"transport",3,14500,16800,408.04780876494,47040,84,1,0,0
2229,"transport",0,850,970,645.573440643863,55726,4,0,0,0
2230,"others",0,NA,NA,159.313524590164,56094,2,0,0,1
2231,"others",1,NA,NA,1126.06927710843,48500,24,2,1,1
2232,"transport",1,4800,5600,1215.02013422819,64940,18,1,0,0
2233,"transport",7,13400,15000,486.825396825397,48992,116,1,0,0
2234,"transport",1,7700,8700,436.723237597911,60660,31,0,0,0
2235,"others",0,NA,NA,87.4498797113071,42409,7,0,0,0
2236,"transport",1,4400,5400,1144.25714285714,62428,17,0,0,1
2237,"transport",0,NA,NA,165.039001560062,NA,14,0,0,0
2238,"others",0,NA,NA,111.693989071038,56094,4,0,0,0
2239,"petrol station",0,NA,NA,5319.27453769559,58274,36,1,0,0
2240,"transport",1,NA,NA,216.900129701686,57158,20,1,0,1
2241,"transport",1,2300,2700,1364.50625869263,63394,13,0,0,0
2242,"transport",3,3200,4000,531.876543209877,56721,10,0,0,0
2243,"others",0,NA,NA,6176.65474060823,49336,17,2,1,0
2244,"others",1,NA,NA,3392.28965517241,60984,12,0,0,0
2245,"transport",1,NA,NA,216.900129701686,57158,20,1,0,0
2246,"transport",0,1100,1300,391.287262872629,66203,4,0,0,0
2247,"transport",0,NA,NA,89.0310322989234,55829,20,4,1,0
2248,"petrol station",1,NA,NA,3647.94338051624,60984,26,3,2,0
2249,"others",0,NA,NA,1555.51521099117,54010,15,2,0,1
2250,"petrol station",0,NA,NA,631.332378223496,65827,3,0,0,1
2251,"transport",0,3600,4100,797.13698630137,55955,21,0,0,0
2252,"transport",0,400,490,108.90214797136,44058,NA,0,0,1
2253,"transport",3,21600,25100,914.410080183276,48500,27,1,0,0
2254,"transport",0,460,410,166.297198538368,53019,8,0,0,0
2255,"transport",4,10600,11500,542.140845070423,48331,40,1,0,0
2256,"others",0,NA,NA,99.8782961460446,NA,6,1,0,0
2257,"transport",3,9800,11200,840.44502617801,50389,32,0,0,0
2258,"transport",1,440,510,216.51806302844,56528,17,0,0,0
2259,"petrol station",1,NA,NA,306.646634615385,50215,NA,0,0,0
2260,"transport",1,360,450,794.017743979721,52491,8,0,0,1
2261,"petrol station",0,NA,NA,365.742793791574,NA,5,0,0,1
2262,"transport",0,70900,84500,4032.37676056338,60984,16,1,0,0
2263,"transport",34,396300,441400,4515.98407281001,60984,845,42,11,0
2264,"others",1,NA,NA,475.234093637455,81810,28,2,1,0
2265,"transport",3,1100,1200,209.442424242424,53058,12,0,0,0
2266,"others",5,NA,NA,4318.24152542373,60984,47,6,4,0
2267,"transport",1,680,730,232.560819462228,NA,10,0,0,0
2268,"transport",12,35500,41500,1210.87378640777,97773,108,4,3,1
2269,"others",1,NA,NA,1573.42022940563,NA,1,0,0,0
2270,"others",4,NA,NA,3787.62257169288,60984,65,6,0,1
2271,"others",0,NA,NA,153.208036292936,53188,14,0,0,1
2272,"transport",0,1800,2100,805.974025974026,57251,6,0,0,1
2273,"transport",4,5000,5900,306.068376068376,52330,36,0,0,0
2274,"others",31,NA,NA,4276.70146137787,60984,866,43,15,0
2275,"transport",7,15200,17500,792.250879249707,5388600,90,8,2,0
2276,"others",0,NA,NA,5.05072463768116,52501,2,1,1,1
2277,"transport",1,340,390,1382.4358974359,50449,17,0,0,1
2278,"transport",0,NA,NA,42.2065150583897,40594,12,0,0,0
2279,"others",0,NA,NA,1741.45011600928,54010,50,0,0,0
2280,"transport",1,440,510,926.311475409836,143815,14,0,0,1
2281,"transport",2,NA,NA,459.384236453202,55344,33,0,0,1
2282,"others",2,NA,NA,319.340277777778,NA,6,0,0,1
2283,"transport",3,17000,19200,859.014084507042,52339,107,4,1,1
2284,"others",0,NA,NA,942.877984084881,47051,7,0,0,0
2285,"transport",1,750,890,274.528301886792,64839,1,0,0,0
2286,"transport",2,1900,2300,206.500829187396,44013,61,1,0,1
2287,"transport",2,2800,3400,1416.42411642412,55115,28,3,2,1
2288,"transport",1,270,280,1014.45989304813,51331,20,0,0,0
2289,"others",1,NA,NA,196.932203389831,50416,5,0,0,1
2290,"transport",7,35900,42000,964.672489082969,NA,116,1,0,0
2291,"others",1,NA,NA,4222.94350842418,60984,22,5,3,0
2293,"transport",11,14100,16400,879.546191247974,56451,172,13,2,0
2294,"petrol station",0,NA,NA,86.0016556291391,41807,10,0,0,0
2295,"others",2,NA,NA,215.4329004329,48333,2,0,0,0
2296,"transport",0,400,430,56.5863453815261,42946,NA,0,0,0
2297,"transport",0,3600,4200,1453.95348837209,134965,16,0,0,1
2298,"transport",1,2400,2900,577.562929061785,56541,6,0,0,0
2299,"transport",0,NA,NA,128.574850299401,47682,7,1,0,0
2300,"transport",4,5200,6300,806.186770428016,4899200,30,0,0,1
2301,"transport",0,1600,1700,860.09009009009,48264,10,0,0,0
2302,"transport",1,NA,NA,148.546132339236,42106,60,0,0,1
2303,"others",0,NA,NA,2734.78760045924,50343,8,0,0,0
2304,"transport",2,70900,84500,3288.29545454545,60984,21,2,1,1
2306,"others",0,NA,NA,266.274038461538,48974,4,0,0,0
2308,"transport",34,396300,441400,4515.98407281001,60984,845,42,11,1
2309,"others",6,101400,112900,4229.37931034483,56368,444,14,6,0
2310,"others",2,NA,NA,172.118055555556,69482,NA,0,0,1
2311,"others",0,NA,NA,808.637992831541,45449,7,0,0,0
2312,"others",0,NA,NA,313.188405797101,51855,6,0,0,0
2313,"transport",0,410,440,461.116504854369,61234,3,0,0,0
2314,"others",0,NA,NA,508.296089385475,53918,12,0,0,0
2315,"transport",1,960,1200,232.312925170068,64717,10,0,0,0
2316,"transport",9,84700,91800,1560.87224669604,63948,314,31,14,0
2317,"transport",2,NA,NA,57.4018379281537,56854,17,9,7,0
2319,"petrol station",1,NA,NA,188.18281938326,56226,7,0,0,0
2320,"transport",0,4500,5100,255.085130533485,48794,3,2,0,1
2321,"others",0,NA,NA,290.661322645291,NA,4,1,1,0
2322,"transport",9,18800,18400,116.126984126984,49532,79,3,0,1
2323,"transport",2,640,660,531.30890052356,42914,2,0,0,1
2324,"others",0,NA,NA,197.117552334944,42196,12,1,1,0
2325,"transport",4,5200,6300,806.186770428016,48992,30,0,0,0
2326,"others",1,NA,NA,22.4569967456997,56094,9,0,0,0
2327,"transport",3,68100,81100,4276.70146137787,60984,108,18,7,0
2328,"transport",0,3600,4300,494.416167664671,5615000,22,0,0,1
2329,"transport",3,NA,NA,38.9836165048544,71897,75,9,5,0
2330,"transport",0,150,180,606.816901408451,52958,NA,0,0,1
2331,"petrol station",0,NA,NA,542.140845070423,46963,3,0,0,0
2332,"others",0,NA,NA,298.639281129653,59011,9,0,0,0
2333,"transport",0,1400,1700,695.852478839178,60361,21,0,0,1
2334,"transport",3,180700,202600,1646.14982578397,55395,18,0,0,0
2335,"transport",1,NA,NA,23.728883395138,57735,31,79,36,0
2336,"transport",0,19900,24000,2023.14814814815,60984,8,0,0,1
2337,"transport",1,3000,3600,233.020637898687,50220,NA,0,0,0
2338,"transport",0,370,310,46.1264181523501,44246,7,0,0,0
2339,"transport",10,69300,78100,738.79334257975,51545,205,3,2,0
2340,"others",5,47200,56600,4318.24152542373,60984,63,6,3,1
2341,"transport",6,60500,70700,4996.36135508156,58274,223,45,19,0
2342,"transport",2,1100,1300,548.882602545969,84925,19,1,1,0
2343,"others",3,NA,NA,408.04780876494,47040,81,1,0,0
2344,"others",0,NA,NA,498.616600790514,53777,8,0,0,1
2345,"petrol station",0,NA,NA,466.372795969773,93082,4,0,0,1
2346,"transport",1,NA,NA,3.48214285714286,44210,23,3,0,1
2347,NA,3,NA,NA,571.849112426036,55012,16,0,0,1
2348,"transport",5,13000,15100,483.415233415233,81810,91,0,0,1
2349,"others",1,NA,NA,1577.82104391052,51792,52,2,0,1
2350,"transport",0,50,50,126.286764705882,NA,4,0,0,1
2351,"transport",0,NA,NA,41.2325581395349,56094,10,0,0,1
2352,"transport",2,21600,25100,1006.80224403927,48500,21,1,0,1
2353,"others",1,NA,NA,57.3984632272228,41224,6,0,0,0
2354,"transport",0,1000,1200,444.21052631579,6093000,5,0,0,1
2355,"transport",1,3700,4300,689.73293768546,49775,38,0,0,1
2356,"transport",1,2700,3300,1488.54199683043,NA,19,2,1,0
2357,"transport",4,11600,13300,258.267679164689,47938,92,2,0,0
2358,"transport",0,NA,NA,674.311377245509,NA,10,0,0,1
2359,"transport",1,220,270,642.105263157895,52004,14,0,0,0
2360,"transport",11,14100,16400,879.546191247974,56451,172,13,2,0
2361,"transport",2,2800,3200,716.605800214823,NA,14,0,0,1
2362,"transport",4,24100,28300,620.3359462486,55139,45,1,0,0
2363,"others",2,NA,NA,1055.42067307692,57638,15,1,0,0
2364,"transport",2,NA,NA,149.41437444543,45579,23,0,0,0
2365,"transport",2,180700,202600,1980.58185404339,47406,24,0,0,0
2366,"transport",0,280,310,247.43119266055,48957,6,0,0,1
2367,"transport",25,180700,202600,2100.64994298746,51792,417,10,5,0
2368,"others",0,NA,NA,451.943793911007,61418,2,0,0,1
2369,"transport",0,290,330,42.9434447300771,NA,7,0,0,1
2370,"transport",2,NA,NA,46.8145161290323,49022,8,0,0,1
2371,"transport",0,600,690,480.616883116883,NA,3,0,0,1
2372,"transport",3,3300,3800,4312.34,6098400,26,0,0,0
2373,"others",0,NA,NA,494.416167664671,56150,8,0,0,1
2374,"transport",0,350,330,16.7701863354037,42409,4,0,0,0
2376,"petrol station",3,NA,NA,628.610785463072,65311,20,0,0,0
2377,"transport",0,1500,1700,245.997442455243,66453,4,0,0,1
2378,"others",0,NA,NA,548.128491620112,58759,30,1,0,1
2379,"transport",0,NA,NA,150.224719101124,51807,4,0,0,0
2380,"others",0,NA,NA,248.905405405405,52855,5,0,0,0
2381,"transport",3,1400,1500,496.848072562358,56094,19,0,0,1
2382,"transport",0,NA,NA,771.892816419612,62144,2,1,0,1
2383,"others",0,NA,NA,108.31627430911,54500,3,0,0,0
2384,"transport",1,320,360,139.417475728155,56094,10,0,0,1
2385,"others",0,NA,NA,5181.77156177156,56368,61,3,0,0
2386,"transport",1,2200,2600,303.917525773196,55488,29,0,0,1
2387,"others",2,NA,NA,352.040609137056,50342,12,1,0,1
2388,"transport",2,880,1000,486.825396825397,50641,26,0,0,0
2389,"others",0,NA,NA,243.430107526882,50476,7,0,0,0
2390,"transport",5,2700,3200,121.332046332046,56094,15,0,0,0
2391,"transport",2,16200,18700,1191.93675889328,62935,77,1,0,0
2392,"others",0,NA,NA,147.254150702427,51372,4,0,0,1
2393,"petrol station",0,NA,NA,202.641196013289,48329,9,0,0,0
2394,"others",1,NA,NA,368.73595505618,48405,11,0,0,0
2395,"transport",0,NA,NA,496.037099494098,51371,6,0,0,0
